outlier_score,prediciton,label
-1.989833888150408,诗歌,翻译
-1.3132015471905532,诗歌,天气
-2.0462252646431396,股票,抽奖
-0.9601747057924674,节目,电视频道
-0.9819308648816587,聊天,天气
-0.9702150322471956,火车,地图
-1.2023888875796174,飞机,地图
-1.4526840338353713,视频,抽奖
-0.9899998869487551,节目,比赛
-1.5878879174018805,联络,抽奖
-1.2703214339825688,节目,电台
-1.7415359226540006,聊天,天气
-1.6209012275772428,联络,短信
-2.032779341411536,诗歌,翻译
-0.965201874431558,节目,电视频道
-1.5902068020884756,节目,电视频道
-2.552663410036593,聊天,翻译
-1.0190936939475406,聊天,翻译
-1.3635002343584484,节目,比赛
-1.639201284766307,视频,抽奖
-0.9866719032599507,联络,抽奖
-2.7345620101867674,聊天,地图
-1.965697951653484,飞机,地图
-0.953366208641485,聊天,天气
-1.0732156302406828,节目,电视频道
-1.007685233630952,聊天,地图
-1.5720656546263707,email,短信
-1.4317551109432367,app,抽奖
-1.3561836647036158,节目,电台
-1.2104912880525245,时间,天气
-1.175190231886696,飞机,地图
-1.3900752966710463,火车,地图
-1.1218599373995741,时间,天气
-0.9671172304641255,节目,电台
-1.0296516455292126,聊天,翻译
-0.9519985187398158,聊天,短信
-1.4533470708222953,小说,短信
-1.3844174243422671,谜语,翻译
-1.083040736014817,电影,电视频道
-2.164492000667558,节目,电视频道
-1.1299786056121728,时间,天气
-1.4533470708222953,小说,短信
-0.9975777701826024,公交,地图
-1.664288582663822,app,短信
-1.9523872326890814,节目,电视频道
-1.140396091616908,时间,天气
-1.6072853724598262,日程,电台
-1.2385843935816383,视频,比赛
-1.847846894580421,视频,电台
-0.9646032169123316,聊天,翻译
-1.4825150387972035,联络,短信
-0.9750207514425572,飞机,地图
-0.95998427478085,火车,地图
-1.1411585017739863,时间,天气
-1.765050561067397,飞机,地图
-1.9394956389818454,节目,电视频道
-1.6766817512025458,电话,短信
-1.4806294365587838,节目,比赛
-1.4533470708222953,小说,短信
-0.9955385673479531,联络,短信
-2.565359511454724,聊天,翻译
-0.9598660858269431,节目,电视频道
-0.9869445506280121,视频,翻译
-0.9723986737012987,节目,电视频道
-2.080003921593627,诗歌,翻译
-1.730854564366912,节目,电台
-0.9570728701522695,聊天,地图
-2.261669183210805,食谱,翻译
-2.73216613363952,聊天,天气
-1.3740948927831407,节目,电视频道
-1.0750596033878066,节目,电视频道
-1.4533470708222953,小说,短信
-1.4533470708222953,小说,短信
-0.9530002657937058,聊天,天气
-2.0797324217743136,视频,翻译
-0.9983344191593251,联络,抽奖
-1.8662749542215074,诗歌,翻译
-1.542299030166268,网站,地图
-1.1475612557609542,时间,天气
-0.9730247463000528,节目,电视频道
-1.1535160722422446,时间,天气
-1.0643721018070977,时间,地图
-2.675901725133057,聊天,天气
-1.2834754416238932,聊天,天气
-2.648599329634881,聊天,天气
-0.9942041352821643,飞机,地图
-0.9381408305686391,聊天,天气
-1.0087771333310642,节目,电视频道
-0.9775079890692216,节目,比赛
-1.9181347007983365,视频,比赛
-1.202734661870175,节目,电台
-1.4901156945805805,联络,短信
-1.1663531363703687,聊天,天气
-1.425813406745624,健康,天气
-0.9777129850873602,节目,电视频道
-1.4608810656558737,联络,短信
-1.8513130994279035,视频,比赛
-0.9648179579743188,节目,电视频道
-1.4320774124449722,视频,抽奖
-1.454402832285775,电话,短信
-1.7456568377952906,节目,短信
-0.9520386113431716,聊天,翻译
-1.1409160343286096,时间,天气
-0.9532166417151376,聊天,翻译
-2.0637006933001554,视频,比赛
-1.1368945080076664,时间,天气
-1.5408070520755417,app,地图
-1.1578860433158633,公交,地图
-1.2871743167082452,联络,短信
-1.2422800931329685,节目,电台
-1.4533470708222953,小说,短信
-1.1448404512945625,时间,天气
-0.9956692780252997,公交,地图
-1.8069275030191552,视频,电视频道
-1.2284080408145395,视频,电视频道
-1.8340037497680608,视频,电视频道
-0.9704954629882213,节目,电视频道
-1.1293683557650276,时间,天气
-1.0143419386716936,节目,电视频道
-1.4644757074921608,联络,短信
-1.4241027393794394,节目,电台
-1.739481210469804,节目,比赛
-2.0306989616963866,股票,比赛
-1.0116378554219134,app,翻译
-0.9566712294097277,节目,电视频道
-1.7131706655494607,节目,短信
-0.9649811063927682,节目,抽奖
-1.1189860605897342,时间,天气
-1.4024995898162966,网站,电视频道
-0.9966123926876389,节目,电视频道
-1.148979797280288,节目,电视频道
-1.2244268515840695,节目,电台
-1.1272183967795466,时间,天气
-0.954620832274595,聊天,地图
-1.1772003371727968,视频,比赛
-2.5638719433884782,聊天,翻译
-1.6675885720192791,聊天,翻译
-1.1042176523925842,公交,地图
-1.4945999333860374,小说,短信
-0.9640931526857652,节目,电视频道
-1.1015429644576968,时间,电视频道
-1.3961629001665667,节目,电台
-2.37279802079548,聊天,翻译
-1.5487489658570313,火车,地图
-1.525861398574214,聊天,翻译
-0.9751793277842197,节目,电视频道
-0.9511641240331651,聊天,地图
-1.0973102219338466,节目,比赛
-1.8205995057620548,诗歌,翻译
-1.0008994844099781,公交,地图
-0.9489958269369515,聊天,地图
-0.9906527408088923,公交,地图
-1.0672050843448975,app,电视频道
-0.9814115946121464,联络,短信
-1.0702685114699169,聊天,地图
-2.169660450145228,股票,抽奖
-1.138908039877076,聊天,地图
-0.9464917067169557,聊天,地图
-1.4686314203619282,节目,天气
-1.2247877127989066,公交,地图
-1.001587570233,聊天,翻译
-0.9457176422704684,聊天,天气
-1.302876482073969,聊天,翻译
-0.9344381829766164,聊天,地图
-1.0970913143816055,联络,短信
-1.0072404386569795,聊天,天气
-1.3978718316842493,聊天,天气
-1.2661499889519494,时间,天气
-1.416481585720998,小说,短信
-1.5736335133531907,小说,短信
-1.7598609245965686,电话,短信
-0.9825781633001416,火车,地图
-1.2514169180563142,日程,地图
-0.9611323785240641,节目,电视频道
-1.0012709780363926,网站,电台
-1.5891888480135503,联络,短信
-1.0216261668739373,app,短信
-1.1162788344499162,时间,天气
-0.9622739090171939,节目,电视频道
-1.70633365875767,电话,短信
-0.9847876358987216,联络,短信
-1.5090630807398218,节目,电视频道
-0.9699072305221919,节目,电台
-1.4790429361702349,电话,翻译
-1.211899307634556,app,抽奖
-1.5442151604614172,音乐,抽奖
-2.152938677054334,视频,翻译
-1.4533470708222953,小说,短信
-1.150957552424401,时间,天气
-1.2977227248789398,网站,天气
-2.0086965689952545,诗歌,翻译
-1.1249739706187696,时间,天气
-1.1323332935583976,时间,天气
-1.7160291725655583,诗歌,翻译
-0.9589198932769645,聊天,翻译
-0.9608185159142083,节目,电视频道
-1.642819249018806,网站,短信
-1.9417440960673544,诗歌,翻译
-0.9557805143035889,聊天,地图
-1.9644766499199495,诗歌,翻译
-0.9779007453009412,聊天,地图
-0.9529978464536868,聊天,翻译
-1.5691478024621952,小说,短信
-0.9626414495656153,聊天,地图
-0.9581168515903473,聊天,地图
-2.4493293403451473,聊天,翻译
-1.0509264727494716,视频,翻译
-1.3365485933966927,日程,地图
-0.9600891618470596,聊天,地图
-1.366584751111104,email,短信
-2.072866586641903,节目,抽奖
-1.265423622780975,节目,比赛
-1.0774377764713665,电话,短信
-1.0534188907430122,视频,翻译
-1.8025224556707162,app,抽奖
-1.9580835802601768,视频,电视频道
-2.3643940766800737,食谱,翻译
-1.188272507142409,节目,电台
-0.9587611436748155,火车,地图
-1.2135190584586792,时间,天气
-1.4746555860030832,聊天,地图
-0.9576752569954721,聊天,地图
-0.9551244978483606,聊天,天气
-1.4610796261716104,视频,抽奖
-1.0131288737257838,节目,电视频道
-2.094114746951026,聊天,地图
-1.0180352223557179,节目,电视频道
-1.2488747055620717,节目,电视频道
-1.6152020045991846,火车,地图
-1.6809064185075335,诗歌,翻译
-1.397987733226452,节目,电视频道
-1.1051751388332072,时间,天气
-1.0006246115904083,小说,翻译
-1.137659691876137,聊天,地图
-1.3179587566190931,视频,翻译
-1.5234631236357956,聊天,地图
-1.5536210867864244,聊天,地图
-1.112096359493165,节目,比赛
-1.49130215767021,火车,地图
-1.3040276475835513,节目,比赛
-1.5628662874097752,火车,地图
-1.1974813830044075,节目,电视频道
-1.6505674044468712,火车,地图
-1.270980462812729,app,电视频道
-0.9604762475817624,聊天,天气
-1.5565346779773752,节目,电台
-1.005221698691899,联络,短信
-1.0871014748641818,节目,比赛
-1.5722972695815292,聊天,翻译
-1.10443164680281,时间,电台
-0.9664373676669342,节目,电视频道
-0.9814115946121464,联络,短信
-1.768914670609241,股票,地图
-1.020528978145416,节目,电台
-1.3964615658049486,小说,短信
-1.1318147441721889,时间,天气
-1.0361156086313492,视频,翻译
-1.731849676855272,电话,短信
-1.584244780087991,节目,地图
-0.967117442544495,节目,电视频道
-1.8995411691472843,视频,电视频道
-1.001223732290375,节目,比赛
-1.0101354397040325,联络,短信
-1.5604970513960308,联络,抽奖
-0.9953392499922893,联络,抽奖
-1.638983149702448,诗歌,翻译
-1.0234099013234308,节目,电视频道
-1.9039657143190882,火车,地图
-1.131664442409717,时间,天气
-0.9684154420213107,聊天,地图
-1.3462803348467127,节目,比赛
-0.9576644733940723,聊天,地图
-2.0254381421613608,节目,电台
-1.3170970188661069,时间,电台
-0.9972262819407423,聊天,天气
-1.262409504558076,网站,天气
-1.1299564675618612,时间,天气
-2.2745602575139103,聊天,天气
-2.1116947736545404,诗歌,翻译
-1.8249605218974227,诗歌,翻译
-1.255483005737374,联络,短信
-1.6474750102677553,视频,比赛
-1.9428927564012792,聊天,天气
-1.2156705948309587,节目,电台
-0.9723336482866058,聊天,天气
-1.1223509969589305,时间,天气
-1.031450397370222,聊天,翻译
-2.117648000402726,节目,比赛
-2.0842690817272964,节目,短信
-0.9700821562985968,节目,电视频道
-0.9920832038696897,公交,地图
-1.5065176116332921,聊天,天气
-1.2777276736522674,聊天,天气
-1.2572871015583413,节目,电视频道
-1.41994980164614,网站,电视频道
-1.00775626879148,聊天,翻译
-1.1690873842606377,时间,天气
-1.0105368814825064,节目,电视频道
-1.2951666157678097,节目,电视频道
-1.901536661482038,诗歌,翻译
-1.7908695984220802,聊天,短信
-0.9680447067447112,节目,短信
-1.2275061809170416,飞机,地图
-1.1519690657186905,时间,天气
-1.2690590402113053,视频,翻译
-1.145811783294536,聊天,翻译
-1.2311223542312093,节目,电视频道
-1.0100824118431162,节目,电台
-1.1375112212443783,时间,天气
-1.562484987562851,节目,比赛
-2.018824493415185,视频,抽奖
-1.5058238557493646,聊天,地图
-0.9549989824134103,节目,电视频道
-1.7794347566958642,节目,电视频道
-0.9723888166133534,节目,电视频道
-0.9965494589643045,联络,短信
-1.486790998795938,联络,短信
-1.1101974527843375,视频,电视频道
-1.0639393694323118,联络,短信
-1.4553760293486282,联络,短信
-0.9508767754957741,聊天,天气
-1.4533471853496072,小说,短信
-1.149356317794098,时间,天气
-2.2883571751188394,聊天,地图
-1.7953878043372593,视频,电视频道
-1.1095430175480367,时间,天气
-1.0639942408213425,聊天,地图
-1.6063366627208722,app,短信
-0.986729520698395,节目,电视频道
-0.9783727128225834,节目,电视频道
-1.0822622292289847,网站,电视频道
-1.0116981756350973,视频,比赛
-0.9965494589643045,联络,短信
-0.9502053688360462,聊天,翻译
-2.533049500066425,聊天,翻译
-1.2427922706261847,视频,地图
-1.0944203813488806,节目,电视频道
-1.111990025986917,节目,电台
-1.236517522332497,视频,电视频道
-0.9483496677212674,聊天,天气
-1.026979331433871,节目,抽奖
-1.5173968425236766,节目,电视频道
-0.968106212949832,节目,电视频道
-0.9669440462798929,节目,电视频道
-0.9913111468853277,诗歌,诗歌
-1.339517165107964,诗歌,诗歌
-0.9844686005702643,诗歌,诗歌
-0.9834723110978804,诗歌,诗歌
-0.9826152591348676,诗歌,诗歌
-0.9761160433382271,诗歌,诗歌
-0.9954350040242657,诗歌,诗歌
-0.9799002185657406,诗歌,诗歌
-0.9919386068673456,诗歌,诗歌
-0.9881883586403388,诗歌,诗歌
-0.9793049811213755,诗歌,诗歌
-0.9765959038657371,诗歌,诗歌
-0.9826393581546051,诗歌,诗歌
-0.9810784003344903,诗歌,诗歌
-0.9799986730005324,诗歌,诗歌
-0.9941588117524038,诗歌,诗歌
-0.9948782271503033,诗歌,诗歌
-0.9794260900110711,诗歌,诗歌
-0.9819369425015779,诗歌,诗歌
-0.9924337105636496,诗歌,诗歌
-0.9776670665152579,诗歌,诗歌
-0.9671219148637329,诗歌,诗歌
-0.9813907603052348,诗歌,诗歌
-0.9800463597816617,诗歌,诗歌
-0.9744415817078538,诗歌,诗歌
-0.9744498170568587,诗歌,诗歌
-0.982639358154605,诗歌,诗歌
-0.9831823062292864,诗歌,诗歌
-0.9879127419396421,诗歌,诗歌
-0.9756444623054558,诗歌,诗歌
-0.9703683483271075,诗歌,诗歌
-0.9735950001109153,诗歌,诗歌
-0.9886753470654084,诗歌,诗歌
-0.9801865053323058,诗歌,诗歌
-0.9837532695586976,诗歌,诗歌
-0.9766742597530349,诗歌,诗歌
-0.9624987012452385,诗歌,诗歌
-0.9747482272720107,诗歌,诗歌
-0.9975542734871802,诗歌,诗歌
-0.9748497733033614,诗歌,诗歌
-0.9724629372350876,诗歌,诗歌
-0.9482124814153814,聊天,聊天
-0.9533734517280077,聊天,聊天
-0.9568918261986331,聊天,聊天
-0.947045862743181,聊天,聊天
-0.9545829766857434,聊天,聊天
-0.9491387197596625,聊天,聊天
-0.9716332021252647,诗歌,聊天
-0.945272827222215,聊天,聊天
-0.952838647729525,聊天,聊天
-0.9485621541684358,聊天,聊天
-0.9495754315437358,聊天,聊天
-0.9560234363032926,聊天,聊天
-0.9485621541684359,聊天,聊天
-0.962396053270627,聊天,聊天
-1.475221256410213,聊天,聊天
-0.9622605023618883,聊天,聊天
-0.9460820725414717,聊天,聊天
-0.9485621541684358,聊天,聊天
-0.9405138611338055,聊天,聊天
-0.9545557156713553,聊天,聊天
-0.9473584413466962,聊天,聊天
-0.951460834481986,聊天,聊天
-2.0001326036768647,聊天,聊天
-1.0660124270667983,诗歌,聊天
-0.9494616529428411,聊天,聊天
-0.9489105817248493,聊天,聊天
-0.9485621541684358,聊天,聊天
-0.9556183238784899,聊天,聊天
-0.9533754553060166,聊天,聊天
-0.9491387197596625,聊天,聊天
-0.9481446622644116,聊天,聊天
-3.235336959463048,聊天,聊天
-0.9575207238929464,聊天,聊天
-0.9465795412777434,聊天,聊天
-0.9489792123035998,聊天,聊天
-0.9480866996356188,聊天,聊天
-0.9535941272544738,聊天,聊天
-0.9500645439452431,聊天,聊天
-0.9542224082791133,聊天,聊天
-0.9548887169022242,聊天,聊天
-0.9487543307055859,聊天,聊天
-0.9546278768626235,聊天,聊天
-0.9632726685303045,聊天,聊天
-0.9485621541684359,聊天,聊天
-0.9502625771182632,聊天,聊天
-0.9487848762791309,聊天,聊天
-1.0287912177303729,聊天,聊天
-0.9578362901991804,聊天,聊天
-0.9489810358682773,聊天,聊天
-0.9448364751382987,聊天,聊天
-0.9491387197596627,聊天,聊天
-0.9370411387195843,聊天,聊天
-0.9486591158411578,聊天,聊天
-0.9545557156713551,聊天,聊天
-0.9521536334773997,聊天,聊天
-0.9545391375471814,聊天,聊天
-0.9472915679619067,聊天,聊天
-0.9558646032964914,聊天,聊天
-0.9499238283242546,聊天,聊天
-0.9715375142914731,聊天,聊天
-0.9497856970459843,聊天,聊天
-0.9485621541684359,聊天,聊天
-0.9485621541684359,聊天,聊天
-0.9486551799660548,聊天,聊天
-1.0028955115102933,食谱,聊天
-0.9489810358682773,聊天,聊天
-0.9537275269222889,聊天,聊天
-0.9480421721061567,聊天,聊天
-0.9499453841031175,聊天,聊天
-0.948566316830842,聊天,聊天
-0.9537411508866901,聊天,聊天
-0.9490278241258968,聊天,聊天
-1.0045819156777946,聊天,聊天
-0.9422750265071285,聊天,聊天
-0.9538490910839483,聊天,聊天
-0.9508627047832439,聊天,聊天
-1.4927765685026941,聊天,聊天
-0.9485621541684359,聊天,聊天
-0.965190182605672,聊天,聊天
-0.9522875352273139,聊天,聊天
-0.959042649893151,聊天,聊天
-0.952805924007132,聊天,聊天
-0.9497023863634695,聊天,聊天
-0.9486551799660548,聊天,聊天
-0.9479666551763459,聊天,聊天
-0.9545557156713551,聊天,聊天
-0.9533068778362537,聊天,聊天
-0.9541221875020763,聊天,聊天
-0.9471375178778911,聊天,聊天
-0.9489810358682773,聊天,聊天
-0.9507537773226437,聊天,聊天
-0.9489105817248488,聊天,聊天
-0.949953660755528,聊天,聊天
-0.9489810358682771,聊天,聊天
-0.9489810358682771,聊天,聊天
-0.9547267868284139,聊天,聊天
-0.9528534809521403,聊天,聊天
-0.944626068726327,聊天,聊天
-0.9516288215476141,聊天,聊天
-0.9566159494101951,聊天,聊天
-0.9599655654805795,聊天,聊天
-0.9575450979377653,聊天,聊天
-0.9523392584988887,聊天,聊天
-0.9548151103798339,聊天,聊天
-0.9518087181116373,聊天,聊天
-0.949235321163908,聊天,聊天
-0.9757789610905153,聊天,聊天
-0.9491387197596625,聊天,聊天
-1.1032383140411297,聊天,聊天
-0.9519831764196359,聊天,聊天
-0.9489810358682771,聊天,聊天
-0.9573001832561447,聊天,聊天
-0.9728784870280647,聊天,聊天
-0.9497023863634697,聊天,聊天
-0.9426778280655992,聊天,聊天
-0.9532294691321168,聊天,聊天
-0.9519985187398156,聊天,聊天
-1.002577978359115,聊天,聊天
-0.9612359406093136,聊天,聊天
-0.9469762556301692,聊天,聊天
-0.9489769784592061,聊天,聊天
-0.9507528245007393,聊天,聊天
-0.9502494135669188,聊天,聊天
-0.948100329436263,聊天,聊天
-0.957814474939032,聊天,聊天
-0.9543193337106596,聊天,聊天
-0.9489810358682773,聊天,聊天
-0.9497509425532389,聊天,聊天
-0.9533686946855132,聊天,聊天
-0.9473706593325947,聊天,聊天
-0.9479396210466879,聊天,聊天
-0.9532676907018665,聊天,聊天
-0.9505975948139185,聊天,聊天
-1.7431232728554087,聊天,聊天
-0.9721312192207083,聊天,聊天
-0.9489810358682773,聊天,聊天
-0.9491387197596625,聊天,聊天
-0.9552844065633016,聊天,聊天
-0.9457443810452766,聊天,聊天
-0.9543262051797425,聊天,聊天
-0.9694400027315109,新闻,聊天
-0.9507736307428811,聊天,聊天
-0.947939621046688,聊天,聊天
-0.9497023863634697,聊天,聊天
-0.9498598549891618,聊天,聊天
-0.9492349931696211,聊天,聊天
-0.948426692363571,聊天,聊天
-0.9489792123035998,聊天,聊天
-0.9516123093901578,聊天,聊天
-0.9581317438336538,聊天,聊天
-0.9545661453399997,聊天,聊天
-0.9485621541684361,聊天,聊天
-0.9470361822719069,聊天,聊天
-0.9543080476480845,聊天,聊天
-0.9489823876576592,聊天,聊天
-0.9466729570606087,聊天,聊天
-0.9561726324331769,聊天,聊天
-0.945653350074988,聊天,聊天
-0.9499453841031175,聊天,聊天
-0.9491387197596625,聊天,聊天
-0.9489810358682773,聊天,聊天
-0.9523622822804556,聊天,聊天
-0.9694400027315107,新闻,聊天
-0.9555943745763867,聊天,聊天
-1.431445375536319,日程,聊天
-0.9525675697479551,聊天,聊天
-0.949778235574119,聊天,聊天
-0.9548035112806315,聊天,聊天
-0.952805924007132,聊天,聊天
-0.9527090345358671,聊天,聊天
-0.9493073621746368,聊天,聊天
-0.952805924007132,聊天,聊天
-0.9545557156713551,聊天,聊天
-0.9485621541684359,聊天,聊天
-0.9576633252967726,聊天,聊天
-0.9489810358682773,聊天,聊天
-0.9545557156713551,聊天,聊天
-0.9491387197596625,聊天,聊天
-0.9489810358682771,聊天,聊天
-0.9523600141013482,聊天,聊天
-0.9458250123021248,聊天,聊天
-1.0040429249174854,聊天,聊天
-0.9955136623877421,公交,公交
-0.9955136623877422,公交,公交
-0.9955136623877422,公交,公交
-0.9913260338794911,公交,公交
-0.9955136623877421,公交,公交
-0.9955136623877422,公交,公交
-0.9954244157057557,公交,公交
-0.9955136623877422,公交,公交
-0.9955136623877422,公交,公交
-0.9955136623877421,公交,公交
-0.9524827642505441,食谱,食谱
-0.9561368481365923,食谱,食谱
-0.9521126102283324,食谱,食谱
-0.9571224775110521,食谱,食谱
-0.9498024680498693,食谱,食谱
-0.9587563891350473,食谱,食谱
-0.9521126102283322,食谱,食谱
-0.958370773021495,食谱,食谱
-0.9521126102283326,食谱,食谱
-0.950250246700933,食谱,食谱
-0.9558887857356482,食谱,食谱
-0.957645311942351,食谱,食谱
-0.9557662313801915,食谱,食谱
-0.9501248220429215,食谱,食谱
-0.9562003490773557,食谱,食谱
-0.9599867981396342,食谱,食谱
-0.9619818984401544,食谱,食谱
-0.957857444541301,食谱,食谱
-0.9558397436878028,食谱,食谱
-0.9671968124455119,食谱,食谱
-0.9494168650649433,食谱,食谱
-0.9533133222132021,食谱,食谱
-0.960552919933553,食谱,食谱
-0.9648960924151142,食谱,食谱
-0.9545851088904523,食谱,食谱
-0.9557621526358036,食谱,食谱
-0.9658576646754021,食谱,食谱
-0.9524926127363024,食谱,食谱
-0.952225568855553,食谱,食谱
-0.9507726031291874,食谱,食谱
-0.9612743563081413,食谱,食谱
-0.9532744005267414,食谱,食谱
-0.9489707268545345,食谱,食谱
-0.9547260627786031,食谱,食谱
-0.9686645314340859,食谱,食谱
-0.9522860451032615,食谱,食谱
-1.3948096860637407,食谱,食谱
-0.9666841439442283,食谱,食谱
-0.9588520936346983,食谱,食谱
-0.9575606794118683,食谱,食谱
-0.9548503242665953,食谱,食谱
-0.9614570278453319,食谱,食谱
-0.9521140807468245,食谱,食谱
